id, masv_tham so dau, masv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10972, '15,A79B081FXPvAibaEXe/ggdm4YTR3E3wIwFXYk5RG, '1997',1, 'An Giang', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',1, 'Huyán Tri TÙn',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10973, '15,2052C524XPvAibaEXe/ggdm4YTR3E/o8FK7Cxtp8, '1997',1, 'TP. Hì ChÌ Minh', 'MTCL2015.1', 'KTMT', 'CLC',10, 'D520214',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10974, '15,7AC107E4XPvAibaEXe/ggdm4YTR3E55TvL3EF9wG, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975, '15,AB2A7ADAXPvAibaEXe/ggdm4YTR3EzA40TFc2amI, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'KTPM0001', 'CNPM', 'CLC',10, 'D480103',3, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10976, '15,636AFE8FXPvAibaEXe/ggdm4YTR3E94x/ZlvAP6L, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'KTPM2015', 'CNPM', 'CQUI',10, 'D480103',3, 'Th‡nh phë Hì ChÌ Minh', ph∆∞·ªùng ƒê√¥ng H∆∞ng Thu·∫≠n, qu·∫≠n 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10977, '15,EA2888F9XPvAibaEXe/ggdm4YTR3E4lsNi0hshe1, '1997',1, 'Qu?ng BÏnh', 'PMCL2015.2', 'CNPM', 'CLC',10, 'D480103',5, 'Tânh Qu?ng BÏnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10978, '15,F0E0B8E4XPvAibaEXe/ggdm4YTR3E7NS0JU2KpMT, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'ATTT2015', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10979, '15,A4E96351XPvAibaEXe/ggdm4YTR3E6Vcdy8b5JUh, '1994',1, 'Th‡nh phë Hì ChÌ Minh', 'KHMT2015', 'KHMT', 'CQUI',10, 'D480101',3, 'Th‡nh phë Hì ChÌ Minh', Q. B√¨nh T√¢n , Tp.HCM',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980, '15,D2C71391XPvAibaEXe/ggdm4YTR3EwJwdjaV1vTm, '1997',1, 'Ph˙ YÍn', 'KTMT0001', 'KTMT', 'CLC',10, 'D520214',3, 'Tânh ?ìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10981, '15,433875ACXPvAibaEXe/ggdm4YTR3E3Sw+s3PHcvX, '1997',1, '?ìng Nai', 'KTPM0001', 'CNPM', 'CLC',10, 'D480103',1, 'Th‡nh phë BiÍn Ho‡',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10982, '15,4CE7C698XPvAibaEXe/ggdm4YTR3E1IiKydE4HA9, '1997',1, 'Gia Lai', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480102',1, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10983, '15,57BF31F9XPvAibaEXe/ggdm4YTR3E07IG1zH6mmn, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'HTTT0001', 'HTTT', 'CLC',10, 'D480104',2, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10984, '15,8C9416B2XPvAibaEXe/ggdm4YTR3E8B2y/FArnjY, '1997',0, 'TP. Hì ChÌ Minh', 'MMTT2015', 'MMT&TT', 'CQUI',10, 'D480102',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985, '15,FC96784EXPvAibaEXe/ggdm4YTR3E+XVZv4NpT4K, '1997',1, 'Long An', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',8, 'Huyán T‚n Th?nh', huy·ªán T√¢n Th·∫°nh, t·ªânh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10986, '15,E7C9400EXPvAibaEXe/ggdm4YTR3E4O6vCfibWT8, '1997',1, 'T‚y Ninh', 'CNTT2015', 'KTTT', 'CQUI',10, 'D480201',3, 'Th‡nh phë T‚y Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10987, '15,712FAF80XPvAibaEXe/ggdm4YTR3E0O/PEbiOHgu, '1997',1, '?ìng Th·p', 'KTMT0001', 'KTMT', 'CLC',10, 'D520214',3, 'Tânh ?ìng Th·p',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10988, '15,0733216CXPvAibaEXe/ggdm4YTR3E06fMqqhQp7i, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Th‡nh phë Hì ChÌ Minh', Ph∆∞·ªùng 10, G√≤ V·∫•p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10989, '15,C8644C94XPvAibaEXe/ggdm4YTR3E3xW4IiSIimF, '1996',0, 'B‡ Rãa - V?ng T‡u', 'HTTT2015', 'HTTT', 'CQUI',10, 'D480104',3, 'Huyán Ch‚u ??c', huy·ªán ƒê·∫•t ƒê·ªè, t·ªânh B√† R·ªãa V≈©ng T√†u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990, '15,AE2B793AXPvAibaEXe/ggdm4YTR3E1duQPCZeEiE, '1996',1, 'BÏnh Ph?õc', 'CNTT0001', 'KTTT', 'CQUI',10, 'D480201',2, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10991, '15,CF4C444BXPvAibaEXe/ggdm4YTR3E78TrgorqBPd, '1997',1, 'B‡ Rãa - V?ng T‡u', 'MTCL2015.1', 'KTMT', 'CLC',10, 'D520214',5, 'Tânh B‡ Rãa - V?ng T‡u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10992, '15,E8232E85XPvAibaEXe/ggdm4YTR3E7qmQmG5K84b, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10993, '15,C8FF5477XPvAibaEXe/ggdm4YTR3E/jDpRCzNK0p, '1996',0, 'BÏnh ?ãnh', 'KTPM0001', 'CNPM', 'CQUI',10, 'D480103',3, 'Tânh Gia Lai', t·ªânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10994, '15,67C44B21XPvAibaEXe/ggdm4YTR3E24QGi8o5tXx, '1997',0, 'Qu?ng Nam', 'TMƒêT2015', 'HTTT', 'CQUI',10, 'D52480104',5, 'Huyán TiÍn Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995, '15,D352FBDDXPvAibaEXe/ggdm4YTR3E8lmayUFBLop, '1997',1, '?ìng Nai', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Tânh ?ìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10996, '15,B06A0762XPvAibaEXe/ggdm4YTR3EyQsVSACzM2D, '1997',1, 'C‡ Mau', 'ATTN2015', 'MMT&TT', 'KSTN',10, 'D480299',3, 'Tânh C‡ Mau',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10997, '15,FDD004E1XPvAibaEXe/ggdm4YTR3EygvkSFDdLgu, '1997',1, 'B?n Tre', 'KTPM0001', 'CNPM', 'CQUI',10, 'D480103',3, 'Huyán BÏnh ??i',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10998, '15,547CB49CXPvAibaEXe/ggdm4YTR3E9uXAhngq7ij, '1997',1, 'BÏnh D??ng', 'HTTT2015', 'HTTT', 'CQUI',10, 'D480104',5, 'Thã x„ Thu?n An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999, '15,38E3B574XPvAibaEXe/ggdm4YTR3ExaUTkVIiZon, '1997',1, 'Ti?n Giang', 'KTMT2015', 'KTMT', 'CQUI',10, 'D520214',5, 'Tânh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000, '15,10C97CAFXPvAibaEXe/ggdm4YTR3E0V1qdJl0hW3, '1997',1, 'Kh·nh HÚa', 'PMCL2015.2', 'CNPM', 'CLC',10, 'D480103',3, 'Tânh Kh·nh HÚa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001, '15,F3A6A449XPvAibaEXe/ggdm4YTR3E3g3VssrKKU9, '1997',1, 'Th‡nh phë C?n Th?', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',3, 'Th‡nh phë Vã Thanh', TP V·ªã Thanh, t·ªânh H·∫≠u Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002, '15,3DEE07DCXPvAibaEXe/ggdm4YTR3E26TQ8jrakR+, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'PMCL2015.2', 'CNPM', 'CLC',10, 'D480103',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003, '15,F581DA32XPvAibaEXe/ggdm4YTR3EzoOmCPnkemi, '1997',1, 'B?n Tre', 'HTTT0001', 'HTTT', 'CQUI',10, 'D52480104',3, 'Tânh B?n Tre', T·ªânh B·∫øn Tre.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004, '15,31B14CCCXPvAibaEXe/ggdm4YTR3ExlnXTOpIfzT, '1997',1, 'Ti?n Giang', 'HTTT0001', 'HTTT', 'CQUI',10, 'D52480104',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005, '15,2A309B5BXPvAibaEXe/ggdm4YTR3E35OHTxGzguC, '1997',1, 'Ti?n Giang', 'KTMT0001', 'KTMT', 'CLC',10, 'D520214',1, 'Tânh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006, '15,0281E0E6XPvAibaEXe/ggdm4YTR3E6rcZ5FlXTvp, '1997',1, 'Gia Lai', 'PMCL2015.2', 'CNPM', 'CLC',10, 'D480103',5, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11007, '15,BCB742F3XPvAibaEXe/ggdm4YTR3EzoqcPt5J50X, '1997',0, '?ìng Nai', 'HTTT2015', 'HTTT', 'CQUI',10, 'D480104',3, 'Tânh ?ìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008, '15,B4F29C10XPvAibaEXe/ggdm4YTR3EzM2gsRnmITm, '1996',1, 'Qu?ng Ng„i', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',3, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009, '15,14F1D92DXPvAibaEXe/ggdm4YTR3EwJCDD3bVdy9, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'PMCL2015.2', 'CNPM', 'CLC',10, 'D480103',3, 'Th‡nh phë Hì ChÌ Minh', Th√†nh ph·ªë H·ªì Ch√≠ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010, '15,946ABDF0XPvAibaEXe/ggdm4YTR3E1uSpD1WYPKF, '1997',1, '??k L?k', 'KTPM0001', 'CNPM', 'CQUI',10, 'D480103',3, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011, '15,EA32ED4AXPvAibaEXe/ggdm4YTR3E8GJa4RDDTar, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'CNTT0001', 'KTTT', 'CQUI',10, 'D480201',1, 'Thã x„ BÏnh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012, '15,BBB2C580XPvAibaEXe/ggdm4YTR3E9gGXQEJ+W9w, '1997',1, 'Nam ?ãnh', 'CNTT0001', 'KTTT', 'CQUI',10, 'D480201',3, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013, '15,526972F5XPvAibaEXe/ggdm4YTR3E/mD6GekggDQ, '1997',1, 'L‚m ?ìng', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Tânh L‚m ?ìng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014, '15,CC84D56AXPvAibaEXe/ggdm4YTR3E6k69h9SRFbz, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'KTMT0001', 'KTMT', 'CLC',10, 'D520214',3, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015, '15,8BDDF209XPvAibaEXe/ggdm4YTR3EyMGNvU9KXa3, '1997',1, 'Ph˙ Th?', 'KTPM2015', 'CNPM', 'CQUI',10, 'D480103',5, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11016, '15,A1F87F0CXPvAibaEXe/ggdm4YTR3E+L3/8Xpm9lO, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Th‡nh phë Hì ChÌ Minh', Huy·ªán H√≥c M√¥n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11017, '15,58775EB5XPvAibaEXe/ggdm4YTR3EwKP01+PkUKL, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',1, 'X„ T‚n Th‡nh', t·ªï 1, ·∫•p ƒê·ªìng K√®n 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11018, '15,FFDF0A7EXPvAibaEXe/ggdm4YTR3E8XCmY7Iqz+3, '1997',1, 'BÏnh ?ãnh', 'HTTT0001', 'HTTT', 'CQUI',10, 'D52480104',8, 'Tânh BÏnh ?ãnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11019, '15,C31CF516XPvAibaEXe/ggdm4YTR3E5KjwabpmDlQ, '1997',1, 'An Giang', 'KTPM0001', 'CNPM', 'CLC',10, 'D480103',3, 'Tânh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11020, '15,45A73D69XPvAibaEXe/ggdm4YTR3Eyck0JEpWixD, '1997',1, 'Thanh HÛa', 'KTPM2015', 'CNPM', 'CQUI',10, 'D480103',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11021, '15,16E59E60XPvAibaEXe/ggdm4YTR3E9JMUnlQFB/X, '1997',1, 'TP. Hì ChÌ Minh', 'CTTT2015', 'HTTT', 'CTTT',10, 'D480104',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11022, '15,D35EB332XPvAibaEXe/ggdm4YTR3EzoeBxBFZJ9u, '1997',1, 'Qu?ng Nam', 'CNTT0001', 'KTTT', 'CQUI',10, 'D480201',5, 'Huyán Ph˙ Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11023, '15,BB281BF6XPvAibaEXe/ggdm4YTR3E6SDrDKkd+QN, '1997',1, 'T‚y Ninh', 'HTTT0001', 'HTTT', 'CLC',10, 'D480104',3, 'X„ Long Th‡nh Trung', ·∫•p Long Trung, x√£ Long Th√†nh Trung, ƒë∆∞·ªùng Th∆∞·ª£ng Th√¢u Thanh, ·∫•p Long Trung, x√£ Long Th√†nh Trung, huy·ªán Ho√† Th√†nh, t·ªânh T√¢y Ninh.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11024, '15,B971A250XPvAibaEXe/ggdm4YTR3Ex4++E7Zali/, '1997',1, 'Tp.Hì ChÌ Minh', 'MMTT2015', 'MMT&TT', 'CQUI',10, 'D480102',5, 'Hiáp Ph˙',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11025, '15,512FF28FXPvAibaEXe/ggdm4YTR3E83I+rRcwIDz, '1997',1, 'L‚m ?ìng', 'HTTT2015', 'HTTT', 'CQUI',10, 'D480104',3, 'Huyán Nh?n Tr?ch',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11026, '15,75FBC7BAXPvAibaEXe/ggdm4YTR3E+egFXHpuUzr, '1997',1, '?ìng Nai', 'ATTN2015', 'MMT&TT', 'KSTN',10, 'D480299',3, 'X„ L‚m San',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11027, '15,98324FB4XPvAibaEXe/ggdm4YTR3E7RTKPP4uOBQ, '1997',1, 'T‚y Ninh', 'CNTT2015', 'KTTT', 'CQUI',10, 'D480201',3, 'Tânh T‚y Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11028, '15,ECC24D5BXPvAibaEXe/ggdm4YTR3E5AXyuBiJqBw, '1997',1, '??k L?k', 'CNTT0001', 'KTTT', 'CQUI',10, 'D480201',2, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029, '15,BD3005FCXPvAibaEXe/ggdm4YTR3E+sYiuh7AVQA, '1997',1, 'TP. Hì ChÌ Minh', 'PMCL2015.2', 'CNPM', 'CLC',10, 'D480103',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11030, '15,B49B6871XPvAibaEXe/ggdm4YTR3EwUTjAgVJzDL, '1997',1, 'Ph˙ YÍn', 'KTMT0001', 'KTMT', 'CQUI',10, 'D520214',1, 'Tânh Ph˙ YÍn',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031, '15,85D11C25XPvAibaEXe/ggdm4YTR3E6ZLSQkqCeLi, '1997',1, 'Qu?ng Nam', 'ATTN2015', 'MMT&TT', 'KSTN',10, 'D480299',3, 'Th‡nh phë Tam K?', 'Hi·ªán l√† gi√°o vi√™n THCS tr∆∞·ªùng Phan T√¢y H·ªì x√£ Tam Th√°i, huy·ªán Ph√∫ Ninh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11032, '15,A0A82121XPvAibaEXe/ggdm4YTR3E4oBI9Prb7jh, '1997',1, 'An Giang', 'KTPM0001', 'CNPM', 'CQUI',10, 'D480103',8, 'Huyán Ph˙ T‚n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11033, '15,A87BA6A6XPvAibaEXe/ggdm4YTR3E33voeHxVbkY, '1997',1, 'H‡ T?nh', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',3, 'Tânh H‡ T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11034, '15,776D2479XPvAibaEXe/ggdm4YTR3Ewpm0yj8kABQ, '1996',1, 'Th‡nh phë ?‡ N?ng', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',2, 'Huyán HÚa Vang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11035, '15,882C41EDXPvAibaEXe/ggdm4YTR3EyW5roU4Dhqi, '1997',1, 'BÏnh Ph?õc', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480102',3, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11036, '15,1488F684XPvAibaEXe/ggdm4YTR3EyR7IA9dHvsk, '1997',1, '?ìng Th·p', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',3, 'Huyán Thanh BÏnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11037, '15,F094C2D8XPvAibaEXe/ggdm4YTR3E+/Nfxy7HKZb, '1997',1, '?ìng Nai', 'KTMT0001', 'KTMT', 'CLC',10, 'D520214',3, 'Tânh ?ìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11038, '15,2CEF5FE3XPvAibaEXe/ggdm4YTR3EzYO5FP/32w3, '1997',1, '?ìng Nai', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',1, 'Tânh ?ìng Nai', t·ªânh ƒê·ªìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11039, '15,F79C4CB0XPvAibaEXe/ggdm4YTR3E5vT9lF1weiy, '1997',0, 'Th‡nh phë Hì ChÌ Minh', 'HTTT0001', 'HTTT', 'CTTT',10, 'D480104',1, 'Qu?n Th? ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11040, '15,700EF08CXPvAibaEXe/ggdm4YTR3E9gQbK1oFAqO, '1995',1, 'Th‡nh phë C?n Th?', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480102',1, 'Huyán V?nh Th?nh',  ·∫§p Ph·ª•ng Qu·ªõi B, Th·ªã tr·∫•n Th·∫°nh An,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11041, '15,FBFA7E39XPvAibaEXe/ggdm4YTR3E7pYhiZ9/XS4, '1997',1, 'Ti?n Giang', 'CNTT2015', 'KTTT', 'CQUI',10, 'D480201',3, 'X„ HÚa H?ng', huy·ªán C√°i B√®, t·ªânh Ti·ªÅn Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042, '15,8567FB88XPvAibaEXe/ggdm4YTR3E1/hJOusEN8C, '1997',1, 'Kh·nh HÚa', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',3, 'Tânh Kh·nh HÚa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043, '15,6008D1D1XPvAibaEXe/ggdm4YTR3Eye1PA4OtuFw, '1997',1, 'Kh·nh HÚa', 'MMTT0001', 'MMT&TT', 'CQUI',10, 'D480299',3, 'Tânh Kh·nh HÚa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044, '15,6FAB03E9XPvAibaEXe/ggdm4YTR3E2ktbELpwuD4, '1996',1, 'Long An', 'KTMT0001', 'KTMT', 'CQUI',10, 'D520214',8, 'Tânh Long An', H·∫≠u Th·∫°nh T√¢y, T√¢n th·∫°nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11045, '15,02C4BCA4XPvAibaEXe/ggdm4YTR3E5doXnqjuFV7, '1997',0, '?ìng Nai', 'HTTT0001', 'HTTT', 'CTTT',10, 'D480104',1, 'Tânh ?ìng Nai', x√£ H∆∞ng Th·ªãnh, huy·ªán Tr·∫£ng Bom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046, '15,83AFB268XPvAibaEXe/ggdm4YTR3E+RuZfdzO2IM, '1997',1, '?‡ N?ng', 'KTPM2015', 'CNPM', 'CQUI',10, 'D480103',5, 'Th‡nh Phë ?‡ N?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11047, '15,8A6A2A14XPvAibaEXe/ggdm4YTR3EzvUVKMvsfN3, '1997',1, 'Gia Lai', 'MMTT2015', 'MMT&TT', 'CQUI',10, 'D480102',3, 'Tânh Gia Lai', t·ªânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048, '15,45C10C7AXPvAibaEXe/ggdm4YTR3E0+uLxjbzdOO, '1997',1, 'BÏnh Thu?n', 'HTTT0001', 'HTTT', 'CQUI',10, 'D480104',3, 'Tânh BÏnh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11049, '15,F1F3590AXPvAibaEXe/ggdm4YTR3E1x6VHFxGidB, '1997',1, '?ìng Nai', 'KHMT0001', 'KHMT', 'CQUI',10, 'D480101',1, 'X„ Hiáp Ph?õc', Nh∆°n Tr·∫°ch, ƒê·ªìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050, '15,4C215916XPvAibaEXe/ggdm4YTR3E5d0/7jEAAeb, '1997',1, 'Th‡nh phë Hì ChÌ Minh', 'KTMT0001', 'KTMT', 'CLC',10, 'D520214',3, 'Qu?n Th? ??c', qu√¢Ã£n ThuÃâ ƒê∆∞ÃÅc, TPHCM',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
